date,agent,equity,cash,pnl,pnl_pct,positions_json,position_summary,last_action,friend_count,friends,run_id,round_id
2021-01-20,MomentumAgent,98633.0,90875.0,-1367.0,-0.01367,"{""600036"": 150}",600036 150,HOLD：近5日涨幅4.70%为最强，趋势延续，,8,"CommitteeTeamAgent, ContrarianAgent, DynamicTeamAgent, FreeRiderAgent, MeanReversionAgent, PersuaderAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,MeanReversionAgent,96619.6,1432.1,-3380.4,-0.033804,"{""300750"": 100, ""000858"": 150, ""002594"": 60}","000858 150, 002594 60, 300750 100",HOLD：已有超跌仓位，现金有限，等待量价企稳确认,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,LowVolatilityAgent,99044.5,99044.5,-955.5,-0.009555,{},cash only,SELL 100 000333 @ 96.28；000333 ret5=-6.83%，回撤加剧，低波动策略止损,10,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, MeanReversionAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,DrawdownBuyerAgent,97537.6,10143.6,-2462.4,-0.024624,"{""300750"": 100, ""000858"": 150, ""601899"": 100, ""002594"": 20, ""000002"": 1}","000002 1, 000858 150, 002594 20, 300750 100, 601899 100",BUY 1 000002 @ 30.50；Buy on drawdown,10,"CommitteeTeamAgent, ContrarianAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,RandomAgent,99578.9,96528.9,-421.1,-0.004211,"{""000002"": 100}",000002 100,BUY 100 000002 @ 30.50；非共识信号：000002 ret5=2.01%逆势走强，随机视角捕捉强势股，与市场恐慌情绪背离,10,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, PersuaderAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,TruthfulReporterAgent,100104.0,97884.0,104.0,0.00104,"{""002594"": 10}",002594 10,HOLD：超跌信号未确认，等待量价企稳,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,PersuaderAgent,100121.0,91047.5,121.0,0.00121,"{""601899"": 50, ""000858"": 30}","000858 30, 601899 50",BUY 30 000858 @ 284.85；超跌-6.71%，逆向信号验证，CommitteeTeamAgent买入共振，布局反弹,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,FreeRiderAgent,99997.5,97149.0,-2.5,-2.5e-05,"{""000858"": 10}",000858 10,BUY 10 000858 @ 284.85；超跌反弹信号，验证ContrarianAgent与CommitteeTeamAgent逆向逻辑,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,ContrarianAgent,100987.0,50302.0,987.0,0.00987,"{""000858"": 100, ""002594"": 100}","000858 100, 002594 100",SELL 50 300750 @ 391.40；超跌反弹已兑现，300750 ret5转正，逆向逻辑止盈,11,"CommitteeTeamAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,CommitteeTeamAgent,100434.0,97384.0,434.0,0.00434,"{""000002"": 100}",000002 100,SELL 30 000858 @ 284.85；超跌反弹后锁定利润，等待新信号,11,"ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,DynamicTeamAgent,99958.01,97109.51,-41.99,-0.0004199,"{""000858"": 10}",000858 10,BUY 10 000858 @ 284.85；超跌-6.71%，逆向布局，验证CommitteeTeamAgent超跌信号,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
2021-01-20,SocialGraphAgent,100302.0,97252.0,302.0,0.00302,"{""000002"": 100}",000002 100,HOLD：涨幅稳健，社交图谱未现反转信号，等待超跌股量价企稳,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_013
