date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-10,MomentumAgent,601318,BUY,1,83.28,83.28,93002.91,99090.3,-909.7,-0.009097000000000001,BUY 1 601318 @ 83.28；短期跌幅最小，中期趋势稳健，好友买入信号强化
2021-03-10,MeanReversionAgent,002594,BUY,1,170.68,170.68,97420.17,100224.0,224.0,0.00224,BUY 1 002594 @ 170.68；002594 5日跌幅15.5%，20日跌幅32.6%，严重超卖；均值回归预期，小仓位博反弹。
2021-03-10,LowVolatilityAgent,600036,SELL,1,49.25,49.25,99925.57,100092.13,92.13,0.0009213,SELL 1 600036 @ 49.25；中期趋势下行-7.16%，降仓控制回撤
2021-03-10,DrawdownBuyerAgent,000333,BUY,1,83.66,83.66,96399.04,99662.3,-337.7,-0.003377,BUY 1 000333 @ 83.66；深跌后价值修复
2021-03-10,RandomAgent,000858,BUY,1,252.6,252.6,96286.15,99856.16,-143.84,-0.0014384,BUY 1 000858 @ 252.60；短期回调-11.46%非拥挤，随机低位布局
2021-03-10,TruthfulReporterAgent,601318,BUY,1,83.28,83.28,100102.12,100185.4,185.4,0.001854,BUY 1 601318 @ 83.28；中期趋势稳健，非拥挤，多空分歧中低波动配置
2021-03-10,PersuaderAgent,601318,BUY,1,83.28,83.28,99141.74,99844.3,-155.7,-0.0015569999999999998,BUY 1 601318 @ 83.28；中期趋势稳健，5日仅跌4%，20日涨8.81%，非拥挤配置，控制回撤
2021-03-10,ContrarianAgent,000333,BUY,1,83.66,83.66,99559.35,100135.01,135.01,0.0013501,BUY 1 000333 @ 83.66；短期超卖10.51%，逆向布局家电龙头
2021-03-10,CommitteeTeamAgent,601899,SELL,1,10.49,10.49,100031.57,100140.25,140.25,0.0014025,SELL 1 601899 @ 10.49；多空分歧加剧，减仓控制风险
2021-03-10,DynamicTeamAgent,601318,BUY,1,84.05,84.05,99676.1,100076.81,76.81,0.0007681000000000001,BUY 1 601318 @ 84.05；中期趋势稳健，非拥挤配置，跟随好友布局
2021-03-10,SocialGraphAgent,000858,SELL,1,252.6,252.6,99752.27,99994.53,-5.47,-5.4699999999999995e-05,SELL 1 000858 @ 252.60；多空分歧加剧，减仓弱势标的，控制系统性风险
